,actors,awards,box_office,country,director,dvd,genre,imdb_id,imdb_rating,imdb_votes,language,metascore,plot,poster,production,rated,ratings,released,response,runtime,title,total_seasons,type,website,writer,year
34,"Demi Lovato, Joe Jonas, Nick Jonas, Kevin Jonas",2 wins & 3 nominations.,N/A,USA,Paul Hoen,N/A,"Comedy, Family, Music, Musical, Romance",tt1252380,5.2,"16,209",English,N/A,"Mitchie is back with her friends at Camp Rock, ready to perform music, dance and have a good time. Her ""boyfriend"" is there as well. A new camp has opened across the lake, creating an atmosphere of competition or feud.",https://m.media-amazon.com/images/M/MV5BYmU5NzM4ZjYtMTQ3My00YzY0LTkzYjgtODUxNThmNjM5ZDk1XkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_SX300.jpg,Walt Disney Television Animation,TV-G,"[{'source': 'Internet Movie Database', 'value': '5.2/10'}, {'source': 'Rotten Tomatoes', 'value': '63%'}]",03 Sep 2010,True,97 min,Camp Rock 2: The Final Jam,,movie,N/A,"Dan Berendsen, Karin Gist, Regina Y. Hicks, Karin Gist (characters), Regina Y. Hicks (characters), Julie Brown (characters), Paul Brown (characters)",2010
35,"Allie Mickelson, Kelci Stephenson, Philip Seymour Hoffman, Craig Archibald",Won 1 Oscar. Another 59 wins & 87 nominations.,N/A,"USA, Canada",Bennett Miller,N/A,"Biography, Crime, Drama, History",tt0379725,7.3,"124,129",English,88,"In 1959, Truman Capote learns of the murder of a Kansas family and decides to write a book about the case. While researching for his novel In Cold Blood, Capote forms a relationship with one of the killers, Perry Smith, who is on death row.",https://m.media-amazon.com/images/M/MV5BMTczMzU0MjM1MV5BMl5BanBnXkFtZTcwMjczNzgyNA@@._V1_SX300.jpg,United Artists,R,"[{'source': 'Internet Movie Database', 'value': '7.3/10'}, {'source': 'Rotten Tomatoes', 'value': '90%'}, {'source': 'Metacritic', 'value': '88/100'}]",03 Feb 2006,True,114 min,Capote,,movie,N/A,"Dan Futterman (screenplay), Gerald Clarke (book)",2005
36,"David Johansen, John C. McGinley, Fran Drescher, Nipsey Russell",2 wins & 2 nominations.,N/A,USA,Bill Fishman,N/A,Comedy,tt0109376,2.5,"4,119",English,N/A,"Brash NYC policeman Officer Gunther Toody is partnered with stiff, by-the-book Officer Francis Muldoon to protect an important mafia witness prior to testifying against orgainzed crime in ...",https://m.media-amazon.com/images/M/MV5BNmE1YzZmNzgtYjI2NC00MjI2LTk3MWItODMwZjBlOTU0YWY5XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,N/A,PG-13,"[{'source': 'Internet Movie Database', 'value': '2.5/10'}, {'source': 'Rotten Tomatoes', 'value': '0%'}]",28 Jan 1994,True,89 min,"Car 54, Where Are You?",,movie,N/A,"Nat Hiken (television series), Erik Tarloff (story), Erik Tarloff (screenplay), Ebbe Roe Smith (screenplay), Peter McCarthy (screenplay), Peter Crabbe (screenplay)",1994
37,"Mike Myers, Alec Baldwin, Kelly Preston, Dakota Fanning",7 wins & 22 nominations.,N/A,USA,Bo Welch,N/A,"Adventure, Comedy, Family, Fantasy",tt0312528,4.0,"51,571",English,19,Two bored children have their lives turned upside down when a talking cat comes to visit them.,https://m.media-amazon.com/images/M/MV5BMTI5MDU3MTYyMF5BMl5BanBnXkFtZTYwODgyODc3._V1_SX300.jpg,"Alphaville Films, Imagine Entertainment, DreamWorks SKG, Universal Pictures",PG,"[{'source': 'Internet Movie Database', 'value': '4.0/10'}, {'source': 'Rotten Tomatoes', 'value': '9%'}, {'source': 'Metacritic', 'value': '19/100'}]",21 Nov 2003,True,82 min,The Cat in the Hat,,movie,N/A,"Dr. Seuss (book), Alec Berg (screenplay), David Mandel (screenplay), Jeff Schaffer (screenplay)",2003
38,"Samuel L. Jackson, Colm Feore, Ann Magnuson, Damir Andrei",4 nominations.,N/A,"USA, Canada",Kasi Lemmons,N/A,"Crime, Drama, Music, Mystery, Thriller",tt0182000,5.8,"6,238",English,44,"A cave-dwelling man sets out to track down the killer of a homeless boy, and bring him to justice.",https://m.media-amazon.com/images/M/MV5BMTc0MzI0MTkwMl5BMl5BanBnXkFtZTYwNDMxMjk5._V1_SX300.jpg,"Homeless Film Productions, Universal Pictures, Jersey Shore, Franchise Pictures, Arroyo Pictures",R,"[{'source': 'Internet Movie Database', 'value': '5.8/10'}, {'source': 'Rotten Tomatoes', 'value': '45%'}, {'source': 'Metacritic', 'value': '44/100'}]",20 Sep 2001,True,105 min,The Caveman's Valentine,,movie,N/A,"George Dawes Green (novel), George Dawes Green (screenplay)",2001
39,"David Andrews, Kelly Wolf, Stephen Macht, Andrew Divoff",1 nomination.,N/A,"USA, Japan",Ralph S. Singleton,N/A,Horror,tt0099697,5.0,"9,683",English,28,"In a very old textile mill with a serious rat infestation, deadly accidents start happening, but the corrupt foreman continues to put his workers in danger, until they discover a horrifying secret deep in the basement.",https://m.media-amazon.com/images/M/MV5BNGE0YjdhZTAtZDI0ZC00ZDk1LTkyZjgtMWE1OTJkYWZiNjA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Paramount,R,"[{'source': 'Internet Movie Database', 'value': '5.0/10'}, {'source': 'Rotten Tomatoes', 'value': '13%'}, {'source': 'Metacritic', 'value': '28/100'}]",26 Oct 1990,True,89 min,Graveyard Shift,,movie,N/A,"Stephen King (short story), John Esposito (screenplay)",1990
40,"Alanna Chisholm, Lauren Roy, Nick Abraham, Paul Soren",4 wins & 1 nomination.,N/A,Canada,Brett Sullivan,27 May 2008,"Drama, Horror, Thriller",tt0772172,4.3,"1,080",English,N/A,"Danielle, a young psychology student, is trying to rebuild her life when she sublets a century-old Victorian house. Unknowingly, she awakens an evil specter lurking in the dark recesses of ...",https://m.media-amazon.com/images/M/MV5BMTQzNDI2MjQ1OV5BMl5BanBnXkFtZTcwMDg4MDkzMQ@@._V1_SX300.jpg,N/A,R,"[{'source': 'Internet Movie Database', 'value': '4.3/10'}]",10 Dec 2007,True,89 min,The Chair,,movie,N/A,Michael Capellupo,2007
41,N/A,N/A,N/A,"Canada, Australia, USA, UK",Hilary Pryor,N/A,Documentary,tt6351548,N/A,N/A,English,N/A,Brain injury impacts more than just the individual and their family - it impacts society as a whole.,N/A,N/A,N/A,[],N/A,True,54 min,A Change of Mind,,movie,N/A,Hilary Pryor,2016
42,"Anton Yelchin, Robert Downey Jr., Hope Davis, Kat Dennings",1 win.,N/A,"USA, Canada",Jon Poll,N/A,"Comedy, Drama, Romance",tt0423977,7.0,"62,554",English,54,A rich kid becomes the self-appointed psychiatrist to the student body of his new high school.,https://m.media-amazon.com/images/M/MV5BMTUyNTgyNDI2NF5BMl5BanBnXkFtZTcwOTA2NTg1MQ@@._V1_SX300.jpg,"Sidney Kimmel Entertainment, Permut Presentations",R,"[{'source': 'Internet Movie Database', 'value': '7.0/10'}, {'source': 'Rotten Tomatoes', 'value': '57%'}, {'source': 'Metacritic', 'value': '54/100'}]",22 Feb 2008,True,97 min,Charlie Bartlett,,movie,N/A,Gustin Nash,2007
43,"Steve Martin, Eugene Levy, Bonnie Hunt, Tom Welling",1 win & 5 nominations.,N/A,"USA, Canada",Adam Shankman,N/A,"Adventure, Comedy, Family",tt0452598,5.5,"53,699",English,34,"The Bakers, while on vacation, find themselves competing with a rival family of eight children.",https://m.media-amazon.com/images/M/MV5BOWFhMjQ5ZDgtZTUwZC00Mjg0LTk1OGYtYTA2ZDMxZmE4ZjYzXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,Twentieth Century Fox,PG,"[{'source': 'Internet Movie Database', 'value': '5.5/10'}, {'source': 'Rotten Tomatoes', 'value': '6%'}, {'source': 'Metacritic', 'value': '34/100'}]",21 Dec 2005,True,94 min,Cheaper by the Dozen 2,,movie,N/A,"Sam Harper, Craig Titley (characters), Frank B. Gilbreth Jr. (novel), Ernestine Gilbreth Carey (novel)",2005
44,"Taye Diggs, Cliff Saunders, Catherine Zeta-Jones, Renée Zellweger",Won 6 Oscars. Another 51 wins & 129 nominations.,N/A,"USA, Germany, Canada, UK",Rob Marshall,N/A,"Comedy, Crime, Musical",tt0299658,7.1,"213,406","English, Hungarian",81,"Two death-row murderesses develop a fierce rivalry while competing for publicity, celebrity, and a sleazy lawyer's attention.",https://m.media-amazon.com/images/M/MV5BN2E3NDU1ZTktNzZjNy00MWU3LWI4YmMtMjdjNTIzMDU0MDdiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"Miramax, Storyline Entertainment, Producers Circle",PG-13,"[{'source': 'Internet Movie Database', 'value': '7.1/10'}, {'source': 'Rotten Tomatoes', 'value': '86%'}, {'source': 'Metacritic', 'value': '81/100'}]",24 Jan 2003,True,113 min,Chicago,,movie,N/A,"Bill Condon (screenplay), Bob Fosse (book), Fred Ebb (book), Maurine Dallas Watkins (play)",2002
45,"Julianne Moore, Liam Neeson, Amanda Seyfried, Max Thieriot",3 wins & 5 nominations.,N/A,"USA, Canada, France",Atom Egoyan,N/A,"Drama, Mystery, Romance, Thriller",tt1352824,6.3,"68,837",English,48,"Suspecting her husband of infidelity, gynecologist Dr. Catherine Stewart hires an escort named Chloe in order to test his faithfulness. Soon, the relationships between all three intensify.",https://m.media-amazon.com/images/M/MV5BMmM1MzViMzctNDk5ZC00MzQxLTk2ZDMtNzhhZDdmZDcwMTQwXkEyXkFqcGdeQXVyMTIxODU0NzI5._V1_SX300.jpg,"StudioCanal, Montecito Picture Company",R,"[{'source': 'Internet Movie Database', 'value': '6.3/10'}, {'source': 'Rotten Tomatoes', 'value': '51%'}, {'source': 'Metacritic', 'value': '48/100'}]",10 Mar 2010,True,96 min,Chloe,,movie,N/A,"Erin Cressida Wilson (screenplay), Anne Fontaine (motion picture ""Nathalie"")",2009
46,"Melinda Dillon, Darren McGavin, Scott Schwartz, Jean Shepherd",3 wins & 11 nominations.,N/A,"USA, Canada",Bob Clark,N/A,"Comedy, Family",tt0085334,7.9,"128,025",English,77,"In the 1940s, a young boy named Ralphie attempts to convince his parents, his teacher and Santa that a Red Ryder BB gun really is the perfect Christmas gift.",https://m.media-amazon.com/images/M/MV5BOWMyNjE0MzEtMzVjNy00NjIxLTg0ZjMtMWJhNGI1YmVjYTczL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"Metro Goldwyn Mayer, Christmas Tree Films",PG,"[{'source': 'Internet Movie Database', 'value': '7.9/10'}, {'source': 'Rotten Tomatoes', 'value': '89%'}, {'source': 'Metacritic', 'value': '77/100'}]",18 Nov 1983,True,94 min,A Christmas Story,,movie,N/A,"Jean Shepherd (based on the novel ""In God We Trust,  All Others Pay Cash"" by), Jean Shepherd (screenplay), Leigh Brown (screenplay), Bob Clark (screenplay)",1983
47,"Russell Crowe, Renée Zellweger, Paul Giamatti, Craig Bierko",Nominated for 3 Oscars. Another 16 wins & 42 nominations.,N/A,USA,Ron Howard,N/A,"Biography, Drama, History, Romance, Sport",tt0352248,8.0,"174,481",English,69,"The story of James J. Braddock, a supposedly washed-up boxer who came back to become a champion and an inspiration in the 1930s.",https://m.media-amazon.com/images/M/MV5BODEyYmQxZjUtZGQ0NS00ZTAwLTkwOGQtNGY2NzEwMWE0MDc3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Imagine Entertainment,PG-13,"[{'source': 'Internet Movie Database', 'value': '8.0/10'}, {'source': 'Rotten Tomatoes', 'value': '80%'}, {'source': 'Metacritic', 'value': '69/100'}]",03 Jun 2005,True,144 min,Cinderella Man,,movie,N/A,"Cliff Hollingsworth (screenplay), Akiva Goldsman (screenplay), Cliff Hollingsworth (story)",2005
48,"Tatum O'Neal, Norma Dell'Agnese, Donann Cavin, Elan Ross Gibson",N/A,N/A,Canada,Jules Dassin,N/A,Drama,tt0080536,5.7,475,English,N/A,The story of the impossible love between a schoolgirl and a sixty-year-old painter.,https://m.media-amazon.com/images/M/MV5BM2VkNGQ2NDItMjQwYi00MjE2LThlODgtOGIxOGExOWYzMGRiXkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_SX300.jpg,"Film Consortium of Canada, Milton Zyrman Production",PG,"[{'source': 'Internet Movie Database', 'value': '5.7/10'}, {'source': 'Rotten Tomatoes', 'value': '33%'}]",01 Nov 1981,True,106 min,Circle of Two,,movie,N/A,"Marie-Terese Baird (novel), Thomas Hedley Jr.",1981
49,"Lily Collins, Jamie Campbell Bower, Kevin Zegers, Jemima West",6 wins & 11 nominations.,N/A,"USA, Germany, Canada, UK",Harald Zwart,N/A,"Action, Adventure, Fantasy, Horror, Mystery, Romance",tt1538403,5.9,"126,991",English,33,"When her mother disappears, Clary Fray learns that she descends from a line of warriors who protect our world from demons. She joins forces with others like her and heads into a dangerous alternate New York called the Shadow World.",https://m.media-amazon.com/images/M/MV5BMTc5NzAyOTQyNF5BMl5BanBnXkFtZTcwNzQ1MDc4OQ@@._V1_SX300.jpg,"Constantin Film International, Unique Features",PG-13,"[{'source': 'Internet Movie Database', 'value': '5.9/10'}, {'source': 'Rotten Tomatoes', 'value': '13%'}, {'source': 'Metacritic', 'value': '33/100'}]",21 Aug 2013,True,130 min,The Mortal Instruments: City of Bones,,movie,N/A,"Jessica Postigo (screenplay by), Cassandra Clare (based on the novel by)",2013
50,"Perry King, Merrie Lynn Ross, Timothy Van Patten, Roddy McDowall",2 nominations.,N/A,Canada,Mark L. Lester,N/A,"Action, Crime, Drama, Thriller",tt0083739,6.6,"9,399",English,49,A new teacher at a troubled inner-city high school soon ends up clashing with the delinquent leader of a punk posse that runs the school.,https://m.media-amazon.com/images/M/MV5BN2QzMTRlOTUtYzc3MS00NWUzLWI2YzAtNDM5NjkyNDMyMTMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,R,"[{'source': 'Internet Movie Database', 'value': '6.6/10'}, {'source': 'Rotten Tomatoes', 'value': '75%'}, {'source': 'Metacritic', 'value': '49/100'}]",20 Aug 1982,True,98 min,Class of 1984,,movie,N/A,"Tom Holland (story), Mark L. Lester (screenplay), John C.W. Saxton (screenplay), Tom Holland (screenplay)",1982
51,"Jimmy Tuckett, Brad Hunt, Rodney Eastman, Buddy Quaid",N/A,N/A,USA,Mary Lambert,N/A,Music,tt0127489,5.3,199,English,N/A,"Kennedy is a rebellious, young musician who believes that talent and determination are all it takes to be a success. But as he and his loyal bandmates learn, success carries a heavy price ...",https://m.media-amazon.com/images/M/MV5BNjUxMjM0MDM1N15BMl5BanBnXkFtZTcwODMzMTkzMQ@@._V1_SX300.jpg,Paramount,R,"[{'source': 'Internet Movie Database', 'value': '5.3/10'}, {'source': 'Rotten Tomatoes', 'value': '58%'}]",16 Apr 1999,True,94 min,Clubland,,movie,N/A,Glen Ballard,1999
52,"Steve Coogan, Rob Brydon, Keeley Hawes, Shirley Henderson",2 wins & 14 nominations.,N/A,UK,Michael Winterbottom,N/A,Comedy,tt0423409,6.7,"12,339",English,80,"Director Michael Winterbottom (Northam) attempts to shoot the adaptation of Laurence Sterne's essentially unfilmable novel, ""The Life and Opinions of Tristram Shandy, Gentleman.""",https://m.media-amazon.com/images/M/MV5BMTg2ODMwNTY3NV5BMl5BanBnXkFtZTcwMzczNjEzMQ@@._V1_SX300.jpg,BBC,R,"[{'source': 'Internet Movie Database', 'value': '6.7/10'}, {'source': 'Rotten Tomatoes', 'value': '89%'}, {'source': 'Metacritic', 'value': '80/100'}]",20 Jan 2006,True,94 min,Tristram Shandy: A Cock and Bull Story,,movie,N/A,"Laurence Sterne (novel), Frank Cottrell Boyce (screenplay)",2005
53,"Tom Cruise, Bryan Brown, Elisabeth Shue, Lisa Banes",Nominated for 1 Golden Globe. Another 5 wins & 5 nominations.,N/A,"USA, Canada",Roger Donaldson,N/A,"Comedy, Drama, Romance",tt0094889,5.9,"78,167","English, Spanish Sign Language",12,A talented New York City bartender takes a job at a bar in Jamaica and falls in love.,https://m.media-amazon.com/images/M/MV5BY2Q0MjFlMTgtOWM1Ny00Y2FiLWI1NDItZDVmMmY5YTdlOGJmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"Touchstone Pictures, Interscope Communications",R,"[{'source': 'Internet Movie Database', 'value': '5.9/10'}, {'source': 'Rotten Tomatoes', 'value': '7%'}, {'source': 'Metacritic', 'value': '12/100'}]",29 Jul 1988,True,104 min,Cocktail,,movie,N/A,Heywood Gould (screenplay),1988
54,"Dennis Quaid, Sharon Stone, Stephen Dorff, Juliette Lewis",1 nomination.,N/A,"USA, Canada, UK",Mike Figgis,N/A,"Drama, Mystery, Thriller",tt0331468,5.0,"20,802",English,37,"A family relocates from the city to a dilapidated house in the country that was once a grand estate. As they begin renovations, they discover their new home harbors a secret and may not be completely free of its former inhabitant.",https://m.media-amazon.com/images/M/MV5BMTc4OTIwNDgzOF5BMl5BanBnXkFtZTcwNDYwNDAwMQ@@._V1_SX300.jpg,"Touchstone Pictures, Cold Creek Manor Productions, Red Mullet Productions",R,"[{'source': 'Internet Movie Database', 'value': '5.0/10'}, {'source': 'Rotten Tomatoes', 'value': '12%'}, {'source': 'Metacritic', 'value': '37/100'}]",19 Sep 2003,True,118 min,Cold Creek Manor,,movie,N/A,Richard Jefferies,2003
55,"Lindsay Lohan, Adam Garcia, Glenne Headly, Alison Pill",1 win.,N/A,"Germany, USA",Sara Sugarman,N/A,"Comedy, Family, Music, Romance",tt0361467,4.7,"27,148",English,33,"A teenage girl is convinced that her home city revolves around her until her family packs up and moves to the suburbs, where she finds herself competing for attention.",https://m.media-amazon.com/images/M/MV5BMTIzMDE0MDQ5Ml5BMl5BanBnXkFtZTcwNTUwMDUyMQ@@._V1_SX300.jpg,Walt Disney Pictures,PG,"[{'source': 'Internet Movie Database', 'value': '4.7/10'}, {'source': 'Rotten Tomatoes', 'value': '14%'}, {'source': 'Metacritic', 'value': '33/100'}]",20 Feb 2004,True,89 min,Confessions of a Teenage Drama Queen,,movie,N/A,"Dyan Sheldon (book), Gail Parent (screenplay)",2004
56,"Vince Vaughn, Monica Potter, Joey Lauren Adams, Bobby Moat",N/A,N/A,USA,John N. Smith,N/A,Drama,tt0120642,6.2,"2,840",English,N/A,"Russell, single father balances his work as a lawyer with the care of his five-year-old son, after his wife abandoned them. When she reappears creating turmoil, he must deal with his new love interest and a job opportunity of a lifetime.",https://m.media-amazon.com/images/M/MV5BNTZhMTIwZGEtNWY3YS00NDA3LWIzNzItOTBmYTA3M2JiYTBiXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,Fox 2000 Pictures,PG-13,"[{'source': 'Internet Movie Database', 'value': '6.2/10'}, {'source': 'Rotten Tomatoes', 'value': '54%'}]",29 Jan 1999,True,97 min,"A Cool, Dry Place",,movie,N/A,"Michael Grant Jaffe (novel), Matthew McDuffie (screenplay)",1998
57,"Yun-Fat Chow, Mark Wahlberg, Ric Young, Paul Ben-Victor",1 nomination.,N/A,USA,James Foley,N/A,"Action, Crime, Drama, Mystery, Thriller",tt0142192,6.1,"17,282","English, Cantonese",56,"With the aid from a New York City policeman, a top immigrant cop tries to stop drug-trafficking and corruption by immigrant Chinese Triads, but things get complicated when the Triads try to bribe the policeman.",https://m.media-amazon.com/images/M/MV5BN2RmNmM4ZmYtZWQ5OS00OTkyLWI3NWMtNDJmYjA5YWFkNWMxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,New Line Cinema,R,"[{'source': 'Internet Movie Database', 'value': '6.1/10'}, {'source': 'Rotten Tomatoes', 'value': '48%'}, {'source': 'Metacritic', 'value': '56/100'}]",12 Mar 1999,True,110 min,The Corruptor,,movie,N/A,Robert Pucci,1999
58,"Karina Arroyave, Dato Bakhtadze, Sandra Bullock, Don Cheadle",Won 3 Oscars. Another 64 wins & 112 nominations.,N/A,"USA, Germany, Australia",Paul Haggis,N/A,"Crime, Drama, Thriller",tt0375679,7.7,"416,255","English, Persian, Spanish, Mandarin, Korean",66,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",https://m.media-amazon.com/images/M/MV5BOTk1OTA1MjIyNV5BMl5BanBnXkFtZTcwODQxMTkyMQ@@._V1_SX300.jpg,Bull&#39;s Eye Entertainment,R,"[{'source': 'Internet Movie Database', 'value': '7.7/10'}, {'source': 'Rotten Tomatoes', 'value': '74%'}, {'source': 'Metacritic', 'value': '66/100'}]",06 May 2005,True,112 min,Crash,,movie,N/A,"Paul Haggis (story), Paul Haggis (screenplay), Bobby Moresco (screenplay)",2004
59,"Sarah Michelle Gellar, Ryan Phillippe, Reese Witherspoon, Selma Blair",7 wins & 14 nominations.,N/A,USA,Roger Kumble,N/A,"Drama, Romance",tt0139134,6.8,"177,414","English, Vietnamese, French",56,Two vicious step-siblings of an elite Manhattan prep school make a wager: to deflower the new headmaster's daughter before the start of term.,https://m.media-amazon.com/images/M/MV5BMjMxNjM5OTQ2M15BMl5BanBnXkFtZTgwNjUxNzYxMTE@._V1_SX300.jpg,"Columbia Pictures, Newmarket Capital Group",R,"[{'source': 'Internet Movie Database', 'value': '6.8/10'}, {'source': 'Rotten Tomatoes', 'value': '54%'}, {'source': 'Metacritic', 'value': '56/100'}]",05 Mar 1999,True,97 min,Cruel Intentions,,movie,N/A,"Choderlos de Laclos (novel), Roger Kumble (screenplay)",1999
60,"Nicole de Boer, Nicky Guadagni, David Hewlett, Andrew Miller",13 wins & 9 nominations.,N/A,Canada,Vincenzo Natali,N/A,"Drama, Mystery, Sci-Fi, Thriller",tt0123755,7.2,"209,802","English, German, French",61,Six complete strangers with widely varying personalities are involuntarily placed in an endless maze containing deadly traps.,https://m.media-amazon.com/images/M/MV5BZTIyZGM3NDItMTNmNS00Yzc4LTg2MzItOWY4MTE1NDlmZDIyXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,Odeon Films,R,"[{'source': 'Internet Movie Database', 'value': '7.2/10'}, {'source': 'Rotten Tomatoes', 'value': '63%'}, {'source': 'Metacritic', 'value': '61/100'}]",11 Jul 1998,True,90 min,Cube,,movie,N/A,"André Bijelic, Vincenzo Natali, Graeme Manson",1997
